,Product,Price,Links,Brand,Os,Ram,Memory
26,"Redmi 13C (Starshine Green, 6GB RAM, 128GB Storage) | Powered by 4G MediaTek Helio G85 | 90Hz Display | 50MP AI Triple Camera","8,499",https://www.amazon.in/Starshine-Storage-Powered-MediaTek-Display/dp/B0CMTWJ5RV/ref=sr_1_20?crid=1UO0Z6YYHREBN&dib=eyJ2IjoiMSJ9.brV7rG-zDD0MO_wZuT9UcB5RXXhETdhUGWjD_ndeIHrhOEKEaz-Ur6iQZL-bfKcwrZMV5EEzWlB-JAxj_GBJSxDs9h-lU_47gShwVfxdJQRSrUUFfmntJwJI3XMUaOrK8SLdq2eDpHUISJDdmcVPM5T6Cj1FTdSOjvXTl01hgNtaFAwFqOzdRwBgIo5Kntjb_q9aw3FfUxmuGdH4b31a_myPfDx-Nc-sHGwybZ93NL0.IxNxhJQ4m265toZD2YMxqb3TwxDsi4ixlMPoO5CB34U&dib_tag=se&keywords=phones&qid=1724398458&sprefix=phone%2Caps%2C229&sr=8-20,Xiaomi,"MIUI 14, Android 13.0",6 GB,128 GB
27,Apple iPhone 13 (128GB) - Midnight,"51,999",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MTUwNDMzOTU5NDgwMjk5OjE3MjQzOTg0NTg6c3BfYnRmOjIwMDc5NjgyODUxMTAzOjowOjo&url=%2FApple-iPhone-13-128GB-Midnight%2Fdp%2FB09G9HD6PD%2Fref%3Dsr_1_21_sspa%3Fcrid%3D1UO0Z6YYHREBN%26dib%3DeyJ2IjoiMSJ9.brV7rG-zDD0MO_wZuT9UcB5RXXhETdhUGWjD_ndeIHrhOEKEaz-Ur6iQZL-bfKcwrZMV5EEzWlB-JAxj_GBJSxDs9h-lU_47gShwVfxdJQRSrUUFfmntJwJI3XMUaOrK8SLdq2eDpHUISJDdmcVPM5T6Cj1FTdSOjvXTl01hgNtaFAwFqOzdRwBgIo5Kntjb_q9aw3FfUxmuGdH4b31a_myPfDx-Nc-sHGwybZ93NL0.IxNxhJQ4m265toZD2YMxqb3TwxDsi4ixlMPoO5CB34U%26dib_tag%3Dse%26keywords%3Dphones%26qid%3D1724398458%26sprefix%3Dphone%252Caps%252C229%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Apple,iOS 14,,128 GB
28,Apple iPhone 13 (128GB) - Midnight,"51,999",https://www.amazon.in/Apple-iPhone-13-128GB-Midnight/dp/B09G9HD6PD/ref=sr_1_261?crid=1UO0Z6YYHREBN&dib=eyJ2IjoiMSJ9.wQc_wKp-jVLlCiT3IEv22Ua0wUbzYJ-D2WaqzIgcFgKCDQErp0mUx_qQuGJx1vVCdEZgO1dBDBFl73EL260hrrVbC63QOhG9s8vS13_DoETUH7gCQ6xd8PbXs-73X7cWsL_2Rb9Wk0Z6edwWX6GJ-zzRnJXwnlG2ltRHhF_wk08WjYSRmY8A8zwKf8H4a9lyuYPIktjD8HN9ZZ-pkhP0V34_1SoTf-QCo5Qd6QjOQ3c.078D7pCauVAG8TGRe-AFPeQJAt-VaLbFauiI4sDE1mw&dib_tag=se&keywords=phones&qid=1724398540&sprefix=phone%2Caps%2C229&sr=8-261,Apple,iOS 14,,128 GB
29,Apple iPhone 13 (128GB) - Midnight,"51,999",https://www.amazon.in/Apple-iPhone-13-128GB-Midnight/dp/B09G9HD6PD/ref=sr_1_275?crid=1UO0Z6YYHREBN&dib=eyJ2IjoiMSJ9.ZABlSNpYynU7wQSvglGpV19V9CfT_LJfxMmfmVPtKpVSbksHoDLI4Pf56bEvLQ3BKW1YGnyl6slWTzpFijKDOTUTMEhCQ2ckCR0lp9jkUnjICLBYqvLOhRcP7VnCqzjYJP-NYoRb9nwtN70NeW5RxshZyU1QdXv4lCuDFSMPknHMchYL4ojs0L9sp8EF1UUH-_gxN1zNyMN3SZXpr8DdpgjgPzxWIkKoTMjxyPSkimw.NbIDLh27YiQXf2_aqanVRJtOPE8NDxmYPpcIam74rtc&dib_tag=se&keywords=phones&qid=1724398545&sprefix=phone%2Caps%2C229&sr=8-275,Apple,iOS 14,,128 GB
30,Apple iPhone 13 (128GB) - Midnight,"51,999",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo5NzMzNDk2NzQ1OTk5NTk6MTcyNDM5ODU2MzpzcF9tdGY6MjAwNzk2ODI4NTExMDM6OjA6Og&url=%2FApple-iPhone-13-128GB-Midnight%2Fdp%2FB09G9HD6PD%2Fref%3Dsr_1_371_sspa%3Fcrid%3D1UO0Z6YYHREBN%26keywords%3Dphones%26qid%3D1724398563%26sprefix%3Dphone%252Caps%252C229%26sr%3D8-371-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Apple,iOS 14,,128 GB
31,"Oneplus Open (Voyager Black, 16GB RAM, 512GB Storage)","1,39,999",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MTUwNDMzOTU5NDgwMjk5OjE3MjQzOTg0NTg6c3BfYnRmOjMwMDA3NzgxNjU5NDQzMjo6MDo6&url=%2FOneplus-Voyager-Black-512GB-Storage%2Fdp%2FB0CKTNF613%2Fref%3Dsr_1_22_sspa%3Fcrid%3D1UO0Z6YYHREBN%26dib%3DeyJ2IjoiMSJ9.brV7rG-zDD0MO_wZuT9UcB5RXXhETdhUGWjD_ndeIHrhOEKEaz-Ur6iQZL-bfKcwrZMV5EEzWlB-JAxj_GBJSxDs9h-lU_47gShwVfxdJQRSrUUFfmntJwJI3XMUaOrK8SLdq2eDpHUISJDdmcVPM5T6Cj1FTdSOjvXTl01hgNtaFAwFqOzdRwBgIo5Kntjb_q9aw3FfUxmuGdH4b31a_myPfDx-Nc-sHGwybZ93NL0.IxNxhJQ4m265toZD2YMxqb3TwxDsi4ixlMPoO5CB34U%26dib_tag%3Dse%26keywords%3Dphones%26qid%3D1724398458%26sprefix%3Dphone%252Caps%252C229%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,OnePlus,Android 13.0,16 GB,512 GB
32,"Oneplus Open (Voyager Black, 16GB RAM, 512GB Storage)","1,39,999",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3ODU1NTk4MTY5NjQzNDY6MTcyNDM5ODU2MTpzcF9hdGZfbmV4dDozMDAwNzc4MTY1OTQ0MzI6OjA6Og&url=%2FOneplus-Voyager-Black-512GB-Storage%2Fdp%2FB0CKTNF613%2Fref%3Dsr_1_354_sspa%3Fcrid%3D1UO0Z6YYHREBN%26keywords%3Dphones%26qid%3D1724398561%26sprefix%3Dphone%252Caps%252C229%26sr%3D8-354-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,OnePlus,Android 13.0,16 GB,512 GB
33,Spigen Slim Armor Pro Back Cover Case Compatible with Samsung Galaxy Z Fold 6 (TPU + Poly Carbonate | Black),"6,099",https://aax-eu.amazon.in/x/c/JKpXabNQfSsrxG63FTNhPdIAAAGRfihVoAMAAAH2AQBvbm9fdHhuX2JpZDMgICBvbm9fdHhuX2ltcDEgICDq5nEJ/https://www.amazon.in/Spigen-Compatible-Samsung-Galaxy-Carbonate/dp/B0CXVDKBZ7/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.3353ca56-2043-45f1-9c2e-99dccef31d9d%3Aamzn1.sym.3353ca56-2043-45f1-9c2e-99dccef31d9d&crid=1UO0Z6YYHREBN&cv_ct_cx=phones&dib=eyJ2IjoiMSJ9.VtWvhqV-6adSPAQeHfJyRQ.xrJvs7uxsVJM-lqgpXeGaiGZR68vKc_IbbGSaLbDyys&dib_tag=se&keywords=phones&pd_rd_i=B0CXVDKBZ7&pd_rd_r=87988a7b-359f-4ac0-b0fc-3cadba1b656a&pd_rd_w=9OEeu&pd_rd_wg=umB23&pf_rd_p=3353ca56-2043-45f1-9c2e-99dccef31d9d&pf_rd_r=N74NNGY3ERJHZ7ADN5YB&qid=1724398458&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=phone%2Caps%2C229&sr=1-1-f1821008-9dea-4812-b2b6-4a6e4a4f2d55,Spigen,,,
34,Spigen Slim Armor Pro Back Cover Case Compatible with Samsung Galaxy Z Fold 6 (TPU + Poly Carbonate | Black),"6,099",https://aax-eu.amazon.in/x/c/JBi_IaH1MWyuY0sNvsSih1UAAAGRfih94gMAAAH2AQBvbm9fdHhuX2JpZDIgICBvbm9fdHhuX2ltcDEgICBjVOl7/https://www.amazon.in/Spigen-Compatible-Samsung-Galaxy-Carbonate/dp/B0CXVDKBZ7/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1%3Aamzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1&crid=1UO0Z6YYHREBN&cv_ct_cx=phones&dib=eyJ2IjoiMSJ9.VtWvhqV-6adSPAQeHfJyRQ.xrJvs7uxsVJM-lqgpXeGaiGZR68vKc_IbbGSaLbDyys&dib_tag=se&keywords=phones&pd_rd_i=B0CXVDKBZ7&pd_rd_r=fb674f53-8dc1-43c9-96b4-7674e2445e59&pd_rd_w=K0PhU&pd_rd_wg=nUN5f&pf_rd_p=0e800d3e-a8c4-466c-97dc-d089e27309f1&pf_rd_r=8A7E7Z4RWFKXPKV81B4Q&qid=1724398468&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=phone%2Caps%2C229&sr=1-33-06195d41-65bd-48f4-8e70-03d97b6094ec,Spigen,,,
35,Spigen Slim Armor Pro Back Cover Case Compatible with Samsung Galaxy Z Fold 6 (TPU + Poly Carbonate | Black),"6,099",https://aax-eu.amazon.in/x/c/JOsQmNXME8cg17AUc7fNGToAAAGRfiik0gMAAAH2AQBvbm9fdHhuX2JpZDEgICBvbm9fdHhuX2ltcDEgICCRJAlZ/https://www.amazon.in/Spigen-Compatible-Samsung-Galaxy-Carbonate/dp/B0CXVDKBZ7/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1%3Aamzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1&crid=1UO0Z6YYHREBN&cv_ct_cx=phones&dib=eyJ2IjoiMSJ9.VtWvhqV-6adSPAQeHfJyRQ.xrJvs7uxsVJM-lqgpXeGaiGZR68vKc_IbbGSaLbDyys&dib_tag=se&keywords=phones&pd_rd_i=B0CXVDKBZ7&pd_rd_r=5b3938a3-3508-4aae-8c5d-19d95a9d05a4&pd_rd_w=ckWiA&pd_rd_wg=FMb87&pf_rd_p=0e800d3e-a8c4-466c-97dc-d089e27309f1&pf_rd_r=ZEMXH66FPNAD69ABGRFB&qid=1724398478&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=phone%2Caps%2C229&sr=1-65-06195d41-65bd-48f4-8e70-03d97b6094ec,Spigen,,,
36,Spigen Slim Armor Pro Back Cover Case Compatible with Samsung Galaxy Z Fold 6 (TPU + Poly Carbonate | Black),"6,099",https://aax-eu.amazon.in/x/c/JMDAYxpZ5K71w-bpoSS40V0AAAGRfilH9QMAAAH2AQBvbm9fdHhuX2JpZDMgICBvbm9fdHhuX2ltcDEgICBDWJPD/https://www.amazon.in/Spigen-Compatible-Samsung-Galaxy-Carbonate/dp/B0CXVDKBZ7/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1%3Aamzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1&crid=1UO0Z6YYHREBN&cv_ct_cx=phones&dib=eyJ2IjoiMSJ9.VtWvhqV-6adSPAQeHfJyRQ.xrJvs7uxsVJM-lqgpXeGaiGZR68vKc_IbbGSaLbDyys&dib_tag=se&keywords=phones&pd_rd_i=B0CXVDKBZ7&pd_rd_r=524e46f2-fee5-4bf3-8b39-4236ea0e0bfb&pd_rd_w=m5HPi&pd_rd_wg=jSknR&pf_rd_p=0e800d3e-a8c4-466c-97dc-d089e27309f1&pf_rd_r=7G3Q60N1QS6HS8S3SG41&qid=1724398520&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=phone%2Caps%2C229&sr=1-193-06195d41-65bd-48f4-8e70-03d97b6094ec,Spigen,,,
37,Spigen Slim Armor Pro Back Cover Case Compatible with Samsung Galaxy Z Fold 6 (TPU + Poly Carbonate | Black),"6,099",https://aax-eu.amazon.in/x/c/JAD32fMhy4WuDY81wMEOhFkAAAGRfimGKgMAAAH2AQBvbm9fdHhuX2JpZDMgICBvbm9fdHhuX2ltcDEgICCjx_dS/https://www.amazon.in/Spigen-Compatible-Samsung-Galaxy-Carbonate/dp/B0CXVDKBZ7/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1%3Aamzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1&crid=1UO0Z6YYHREBN&cv_ct_cx=phones&dib=eyJ2IjoiMSJ9.VtWvhqV-6adSPAQeHfJyRQ.xrJvs7uxsVJM-lqgpXeGaiGZR68vKc_IbbGSaLbDyys&dib_tag=se&keywords=phones&pd_rd_i=B0CXVDKBZ7&pd_rd_r=0ae52a5f-d200-439e-ae1e-828e49ed53dc&pd_rd_w=xADya&pd_rd_wg=qUr0R&pf_rd_p=0e800d3e-a8c4-466c-97dc-d089e27309f1&pf_rd_r=KJPN0APW6H6JPDZZQJDX&qid=1724398536&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=phone%2Caps%2C229&sr=1-241-06195d41-65bd-48f4-8e70-03d97b6094ec,Spigen,,,
38,Spigen Slim Armor Pro Back Cover Case Compatible with Samsung Galaxy Z Fold 6 (TPU + Poly Carbonate | Black),"6,099",https://aax-eu.amazon.in/x/c/JISE7XtUcYur-kbt5RuWR6kAAAGRfimqMgMAAAH2AQBvbm9fdHhuX2JpZDMgICBvbm9fdHhuX2ltcDEgICBuo9ww/https://www.amazon.in/Spigen-Compatible-Samsung-Galaxy-Carbonate/dp/B0CXVDKBZ7/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1%3Aamzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1&crid=1UO0Z6YYHREBN&cv_ct_cx=phones&dib=eyJ2IjoiMSJ9.VtWvhqV-6adSPAQeHfJyRQ.xrJvs7uxsVJM-lqgpXeGaiGZR68vKc_IbbGSaLbDyys&dib_tag=se&keywords=phones&pd_rd_i=B0CXVDKBZ7&pd_rd_r=0253b6bc-e442-43ee-a03b-f4495e715279&pd_rd_w=jtN9a&pd_rd_wg=gSHnl&pf_rd_p=0e800d3e-a8c4-466c-97dc-d089e27309f1&pf_rd_r=X4XM15ZMWP9D4YFDWGJE&qid=1724398545&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=phone%2Caps%2C229&sr=1-273-06195d41-65bd-48f4-8e70-03d97b6094ec,Spigen,,,
39,Spigen Slim Armor Pro Back Cover Case Compatible with Samsung Galaxy Z Fold 6 (TPU + Poly Carbonate | Black),"6,099",https://aax-eu.amazon.in/x/c/JNu0chYHkphX5JX_ZYawxi8AAAGRfinN3gMAAAH2AQBvbm9fdHhuX2JpZDIgICBvbm9fdHhuX2ltcDEgICDylmGj/https://www.amazon.in/Spigen-Compatible-Samsung-Galaxy-Carbonate/dp/B0CXVDKBZ7/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1%3Aamzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1&crid=1UO0Z6YYHREBN&cv_ct_cx=phones&dib=eyJ2IjoiMSJ9.VtWvhqV-6adSPAQeHfJyRQ.xrJvs7uxsVJM-lqgpXeGaiGZR68vKc_IbbGSaLbDyys&dib_tag=se&keywords=phones&pd_rd_i=B0CXVDKBZ7&pd_rd_r=14a92ed6-3b31-44b3-803d-eea84c9c6448&pd_rd_w=RGv0H&pd_rd_wg=j71VW&pf_rd_p=0e800d3e-a8c4-466c-97dc-d089e27309f1&pf_rd_r=TBGRXJWXHVRWEH16B1QW&qid=1724398554&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=phone%2Caps%2C229&sr=1-305-06195d41-65bd-48f4-8e70-03d97b6094ec,Spigen,,,
40,Spigen Slim Armor Pro Back Cover Case Compatible with Samsung Galaxy Z Fold 6 (TPU + Poly Carbonate | Black),"6,099",https://aax-eu.amazon.in/x/c/JBEJbqnUC1XU0a15S9H2vJ4AAAGRfinfLgMAAAH2AQBvbm9fdHhuX2JpZDEgICBvbm9fdHhuX2ltcDEgICD6hAfx/https://www.amazon.in/Spigen-Compatible-Samsung-Galaxy-Carbonate/dp/B0CXVDKBZ7/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1%3Aamzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1&crid=1UO0Z6YYHREBN&cv_ct_cx=phones&dib=eyJ2IjoiMSJ9.VtWvhqV-6adSPAQeHfJyRQ.xrJvs7uxsVJM-lqgpXeGaiGZR68vKc_IbbGSaLbDyys&dib_tag=se&keywords=phones&pd_rd_i=B0CXVDKBZ7&pd_rd_r=8f474d69-cac5-47fa-8c17-40b56a8e20fc&pd_rd_w=XrdlF&pd_rd_wg=SrtgR&pf_rd_p=0e800d3e-a8c4-466c-97dc-d089e27309f1&pf_rd_r=HRM1XXF6KR8D0KS8NJCT&qid=1724398558&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=phone%2Caps%2C229&sr=1-337-06195d41-65bd-48f4-8e70-03d97b6094ec,Spigen,,,
41,Spigen Slim Armor Pro Back Cover Case Compatible with Samsung Galaxy Z Fold 6 (TPU + Poly Carbonate | Black),"6,099",https://aax-eu.amazon.in/x/c/JO8JSkI4WkgjLHBSI2vCauAAAAGRfin4bgMAAAH2AQBvbm9fdHhuX2JpZDEgICBvbm9fdHhuX2ltcDEgICA2NXl6/https://www.amazon.in/Spigen-Compatible-Samsung-Galaxy-Carbonate/dp/B0CXVDKBZ7/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1%3Aamzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1&crid=1UO0Z6YYHREBN&cv_ct_cx=phones&dib=eyJ2IjoiMSJ9.VtWvhqV-6adSPAQeHfJyRQ.xrJvs7uxsVJM-lqgpXeGaiGZR68vKc_IbbGSaLbDyys&dib_tag=se&keywords=phones&pd_rd_i=B0CXVDKBZ7&pd_rd_r=e60fa69f-e16f-45cd-96b2-c4a7c726bac1&pd_rd_w=2klGx&pd_rd_wg=QCsDj&pf_rd_p=0e800d3e-a8c4-466c-97dc-d089e27309f1&pf_rd_r=6P7Y0QGXHRTAGN9QJRDA&qid=1724398565&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=phone%2Caps%2C229&sr=1-385-06195d41-65bd-48f4-8e70-03d97b6094ec,Spigen,,,
42,Spigen Slim Armor Pro Back Cover Case Compatible with Samsung Galaxy Z Fold 6 (TPU + Poly Carbonate | Black),"6,099",https://aax-eu.amazon.in/x/c/JKUXiEyb9gl7tnzeKc9bm_MAAAGRfioWBwMAAAH2AQBvbm9fdHhuX2JpZDEgICBvbm9fdHhuX2ltcDEgICBFnZo6/https://www.amazon.in/Spigen-Compatible-Samsung-Galaxy-Carbonate/dp/B0CXVDKBZ7/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1%3Aamzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1&crid=1UO0Z6YYHREBN&cv_ct_cx=phones&dib=eyJ2IjoiMSJ9.VtWvhqV-6adSPAQeHfJyRQ.xrJvs7uxsVJM-lqgpXeGaiGZR68vKc_IbbGSaLbDyys&dib_tag=se&keywords=phones&pd_rd_i=B0CXVDKBZ7&pd_rd_r=a03fe69c-7715-475a-ae21-2cee80cb77a7&pd_rd_w=x8eju&pd_rd_wg=zFofi&pf_rd_p=0e800d3e-a8c4-466c-97dc-d089e27309f1&pf_rd_r=2J35QYHQMEWCPY1EKXJN&qid=1724398572&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=phone%2Caps%2C229&sr=1-433-06195d41-65bd-48f4-8e70-03d97b6094ec,Spigen,,,
43,"Samsung Galaxy S24 Ultra 5G AI Smartphone (Titanium Black, 12GB, 512GB Storage)","1,39,999",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyODk0NTA0NzEzNjIzMzQ6MTcyNDM5ODQ2MzpzcF9hdGZfbmV4dDozMDAyNTQxNzkwNzUyMzI6OjA6Og&url=%2FSamsung-Galaxy-Smartphone-Titanium-Storage%2Fdp%2FB0CS5Y7H6T%2Fref%3Dsr_1_17_sspa%3Fcrid%3D1UO0Z6YYHREBN%26dib%3DeyJ2IjoiMSJ9.9KCD_tQSlDNGjh-M4z_UEtUgXXUiF2yeF1cQ6UtUZ_jM6CL66ablidO_mB_1TDoeHPiQkQe_PFFVTXVpYbosoNlirlxrTlGfoJVGfDkrQgNfYCS1RCed5Ukk95VISXByn2bGPNbY_vVUaAnqAzDHVulwLGSizOO9fV77JgUHpv-kc1cllUFT-6k7h1Am0PpY7L__dIE06uvgcd9Mw86szSCRTDXDd8jPz-AdWA2xRFQ.HtUx9ApZtBR7zqRUsb5Mmfl2aj5Ik4qLVwMERIduMZ8%26dib_tag%3Dse%26keywords%3Dphones%26qid%3D1724398463%26sprefix%3Dphone%252Caps%252C229%26sr%3D8-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Samsung,Android 14,12 GB,512 GB
44,"Samsung Galaxy S24 Ultra 5G AI Smartphone (Titanium Black, 12GB, 512GB Storage)","1,39,999",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NTAzMjQzNDY2NjY2ODU2OjE3MjQzOTg1NTg6c3BfbXRmOjMwMDI1NDE3OTA3NTIzMjo6MDo6&url=%2FSamsung-Galaxy-Smartphone-Titanium-Storage%2Fdp%2FB0CS5Y7H6T%2Fref%3Dsr_1_339_sspa%3Fcrid%3D1UO0Z6YYHREBN%26keywords%3Dphones%26qid%3D1724398558%26sprefix%3Dphone%252Caps%252C229%26sr%3D8-339-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Samsung,Android 14,12 GB,512 GB
45,"Samsung Galaxy S24 Ultra 5G AI Smartphone (Titanium Gray, 12GB, 1TB Storage)","1,59,999",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyODk0NTA0NzEzNjIzMzQ6MTcyNDM5ODQ2MzpzcF9hdGZfbmV4dDozMDAyNTQxNzkwNzUwMzI6OjA6Og&url=%2FSamsung-Galaxy-Smartphone-Titanium-Storage%2Fdp%2FB0CS6M53JV%2Fref%3Dsr_1_18_sspa%3Fcrid%3D1UO0Z6YYHREBN%26dib%3DeyJ2IjoiMSJ9.9KCD_tQSlDNGjh-M4z_UEtUgXXUiF2yeF1cQ6UtUZ_jM6CL66ablidO_mB_1TDoeHPiQkQe_PFFVTXVpYbosoNlirlxrTlGfoJVGfDkrQgNfYCS1RCed5Ukk95VISXByn2bGPNbY_vVUaAnqAzDHVulwLGSizOO9fV77JgUHpv-kc1cllUFT-6k7h1Am0PpY7L__dIE06uvgcd9Mw86szSCRTDXDd8jPz-AdWA2xRFQ.HtUx9ApZtBR7zqRUsb5Mmfl2aj5Ik4qLVwMERIduMZ8%26dib_tag%3Dse%26keywords%3Dphones%26qid%3D1724398463%26sprefix%3Dphone%252Caps%252C229%26sr%3D8-18-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Samsung,Android 14,12 GB,1024 GB
46,"Samsung Galaxy S24 Ultra 5G AI Smartphone (Titanium Gray, 12GB, 1TB Storage)","1,59,999",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxOTc5MzIxMjY4NjYzMTkxOjE3MjQzOTg1NjU6c3BfYXRmX25leHQ6MzAwMjU0MTc5MDc1MDMyOjowOjo&url=%2FSamsung-Galaxy-Smartphone-Titanium-Storage%2Fdp%2FB0CS6M53JV%2Fref%3Dsr_1_386_sspa%3Fcrid%3D1UO0Z6YYHREBN%26keywords%3Dphones%26qid%3D1724398565%26sprefix%3Dphone%252Caps%252C229%26sr%3D8-386-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Samsung,Android 14,12 GB,1024 GB
47,"Samsung Galaxy M14 4G (Sapphire Blue,4GB,64GB) | 50MP Triple Cam | 5000mAh Battery | Snapdragon 680 Processor | 2 Gen. OS Upgrade & 4 Year Security Update | 8GB RAM with RAM Plus | Without Charger","8,569",https://www.amazon.in/Samsung-Sapphire-Snapdragon-Processor-Security/dp/B0CV7KZLL4/ref=sr_1_19?crid=1UO0Z6YYHREBN&dib=eyJ2IjoiMSJ9.9KCD_tQSlDNGjh-M4z_UEtUgXXUiF2yeF1cQ6UtUZ_jM6CL66ablidO_mB_1TDoeHPiQkQe_PFFVTXVpYbosoNlirlxrTlGfoJVGfDkrQgNfYCS1RCed5Ukk95VISXByn2bGPNbY_vVUaAnqAzDHVulwLGSizOO9fV77JgUHpv-kc1cllUFT-6k7h1Am0PpY7L__dIE06uvgcd9Mw86szSCRTDXDd8jPz-AdWA2xRFQ.HtUx9ApZtBR7zqRUsb5Mmfl2aj5Ik4qLVwMERIduMZ8&dib_tag=se&keywords=phones&qid=1724398463&sprefix=phone%2Caps%2C229&sr=8-19,Samsung,Android 13.0,4 GB,
48,Redmi 12 5G Jade Black 8GB RAM 256GB ROM,"13,999",https://www.amazon.in/Redmi-Jade-Black-8GB-256GB/dp/B0C9J97S7Q/ref=sr_1_20?crid=1UO0Z6YYHREBN&dib=eyJ2IjoiMSJ9.9KCD_tQSlDNGjh-M4z_UEtUgXXUiF2yeF1cQ6UtUZ_jM6CL66ablidO_mB_1TDoeHPiQkQe_PFFVTXVpYbosoNlirlxrTlGfoJVGfDkrQgNfYCS1RCed5Ukk95VISXByn2bGPNbY_vVUaAnqAzDHVulwLGSizOO9fV77JgUHpv-kc1cllUFT-6k7h1Am0PpY7L__dIE06uvgcd9Mw86szSCRTDXDd8jPz-AdWA2xRFQ.HtUx9ApZtBR7zqRUsb5Mmfl2aj5Ik4qLVwMERIduMZ8&dib_tag=se&keywords=phones&qid=1724398463&sprefix=phone%2Caps%2C229&sr=8-20,Redmi,"MIUI 14, Android 13.0",8 GB,8 GB
